invoice_id,id,service_type,amount
4ba65beb-ba29-42af-87df-778a116e76b9,e7954d09-b3a6-4355-970c-b4923adaba68,construction,1792
4ba65beb-ba29-42af-87df-778a116e76b9,1ef14a44-edd7-46bf-b92d-6cee8f65929e,painting,1825
19e85820-52ff-4078-836b-77dfcad4bb5f,55e26fe3-cdb8-4f04-b92a-910896cf8136,construction,16
19e85820-52ff-4078-836b-77dfcad4bb5f,3134b71f-c070-4217-940d-dc24a538f820,repair,180
19e85820-52ff-4078-836b-77dfcad4bb5f,7043a1c3-8491-4f60-ac4b-9cff1c05b427,other,3075
d69da671-db38-4e16-8b4c-f81cd4d0fd81,1fef27bc-1df5-4c19-ae10-4dc74caff873,repair,2265
7f9d68ec-3e40-47c4-af09-926c19ed5a5e,60b8dfc5-06e2-4d26-8b14-1754b9a90550,other,992
7f9d68ec-3e40-47c4-af09-926c19ed5a5e,146ab48b-1122-4cbb-a600-516c806f0ba0,construction,1129
7f9d68ec-3e40-47c4-af09-926c19ed5a5e,0332ddfc-5c65-4c4a-b419-d8c9dc16d3ef,painting,919
7f9d68ec-3e40-47c4-af09-926c19ed5a5e,ba392ec1-7523-4b68-a03d-195835ecdc73,painting,1410
07204636-9951-462b-87e3-66840bff1848,206eb802-58a8-4508-bcda-ca1d4ddbe49e,repair,93
07204636-9951-462b-87e3-66840bff1848,ef4671c9-8af3-4304-bb51-9f19ced2e2d5,cleaning,631
291f9fb9-8d07-452b-88ac-7481248df7af,f2579ebb-db1c-401e-8e72-8bc992310f74,construction,130
291f9fb9-8d07-452b-88ac-7481248df7af,b8af6d48-5677-4349-b9b9-1b8722348dde,construction,37
291f9fb9-8d07-452b-88ac-7481248df7af,65ef03d3-2a69-4bea-8728-acc6689319e5,cleaning,97
291f9fb9-8d07-452b-88ac-7481248df7af,24c5e237-9b36-4ab0-bbfc-234f253b088d,painting,348
e42f7fab-881e-4f3c-a1fb-68521359d7f1,7f2131ed-6937-41e5-9b19-011624c01455,maintenance,459
e42f7fab-881e-4f3c-a1fb-68521359d7f1,e9ead9fc-a322-4f25-b3da-d1ecf486cd79,construction,1078
e42f7fab-881e-4f3c-a1fb-68521359d7f1,4e1100bf-6c7b-4a0a-9f4c-0d90322663a0,other,59
e42f7fab-881e-4f3c-a1fb-68521359d7f1,564d8349-74f9-4099-bcd9-8ab17bfa6107,other,3394
e42f7fab-881e-4f3c-a1fb-68521359d7f1,7dd8885e-acd8-4e9a-997c-7f0692886719,construction,3422
0162ea91-d491-4319-9a29-e4fa31b73585,8aa56d02-9810-4d7b-bf2e-ce33875db44c,cleaning,1382
0162ea91-d491-4319-9a29-e4fa31b73585,73f58e87-cc92-4050-881e-1513f5a1b28d,cleaning,7199
2a828633-e513-4964-9f65-9dced869ea15,54aa23de-8a7e-46f9-bcd6-d005cb0ae82c,other,120
2a828633-e513-4964-9f65-9dced869ea15,35da30f4-41ae-4c42-8f2b-e1cc92f4108d,install,296
2a828633-e513-4964-9f65-9dced869ea15,e3dd5d37-d5d4-4322-9064-21284f0363ca,repair,915
8692c652-9aed-411a-aa52-c4433f7cd0c5,4e184f5f-fefd-46d3-8baf-c209b50c81eb,cleaning,472
8692c652-9aed-411a-aa52-c4433f7cd0c5,27a94a96-d11c-4c6c-9a34-7736ae395e5d,construction,442
8692c652-9aed-411a-aa52-c4433f7cd0c5,3ae81abc-377c-4499-8de2-a118908268ae,construction,1839
092f69c9-5663-47f7-807a-f180fa5b73ed,44534c3f-3a53-46b7-9814-4cfdf5376ca3,painting,7612
a47514b7-324d-4031-8f60-14bbfe3c8275,acd691c4-9080-43d6-85c8-8b3eb2bd938f,painting,2542
a47514b7-324d-4031-8f60-14bbfe3c8275,4c6b1ab0-0da5-48c9-8479-dcb93c921281,install,60
a47514b7-324d-4031-8f60-14bbfe3c8275,1c04ef70-5d32-4bad-88b4-bcbeb42b0c58,install,5809
f293422a-9666-436d-b796-076d75ef154a,872f8c48-fb39-4aac-9b3a-61ad473c5246,repair,243
f293422a-9666-436d-b796-076d75ef154a,8a6c4dd4-2f71-488c-9c2c-6961a6d9fd18,maintenance,334
f293422a-9666-436d-b796-076d75ef154a,89b9d486-17c5-4c1a-bedc-420e2a568085,cleaning,531
4b427529-47f8-40f8-9893-0080b652a006,f7b6758d-1a5a-46de-a5c7-284688c8e157,maintenance,589
4b427529-47f8-40f8-9893-0080b652a006,484184fc-1f31-47dd-9246-011dd9339b44,install,4388
77de1e9c-b02c-4703-bdb1-caf6e025b6c5,520eb7a4-c2d2-4627-a788-9557ef68ccc5,construction,37
77de1e9c-b02c-4703-bdb1-caf6e025b6c5,404d6d60-8478-417a-9bf8-300f129a926f,install,31
77de1e9c-b02c-4703-bdb1-caf6e025b6c5,45b72932-5f7c-4040-88d1-06a14feb04a3,repair,176
77de1e9c-b02c-4703-bdb1-caf6e025b6c5,8a70dd73-8f86-43d4-95c2-19877bc85e49,construction,220
77de1e9c-b02c-4703-bdb1-caf6e025b6c5,b9dabdbc-5bb3-486b-b29c-eb6d8c8f3468,cleaning,608
a3122ee9-242a-4388-9e17-b009bb550b9f,c7772334-074a-430c-b547-7a3b62a5f2a9,cleaning,219
a3122ee9-242a-4388-9e17-b009bb550b9f,bd62efb3-1d4e-458e-a7dc-351aed74edfb,maintenance,2155
a3122ee9-242a-4388-9e17-b009bb550b9f,cf35c068-4ddc-4ca3-9c67-8545ae1aebc2,install,7200
89e0a75f-8ecb-45db-ae79-77aa99927599,7356ae37-1ba3-4b0c-81e4-71a48b9da8ba,install,683
89e0a75f-8ecb-45db-ae79-77aa99927599,d74838a8-9432-439c-bdf2-3882d3b1ec12,other,130
89e0a75f-8ecb-45db-ae79-77aa99927599,e174c636-b701-49f1-a89d-4c98dddff663,construction,231
89e0a75f-8ecb-45db-ae79-77aa99927599,e07edf82-77f9-4960-b058-7c67159dc46e,install,1412
89e0a75f-8ecb-45db-ae79-77aa99927599,7e533b67-7095-465b-b19a-3a04ccbe4c3a,repair,1533
eb2a905c-f823-4ccb-af30-1b56e62c672e,477531a3-dddd-4f1f-bfd0-dd64105fc0fa,construction,1024
eb2a905c-f823-4ccb-af30-1b56e62c672e,9a31560b-2aef-4888-bd2f-c50c1b8566d4,install,3403
eb2a905c-f823-4ccb-af30-1b56e62c672e,a610a187-8313-4235-86f1-d247e50ca6be,construction,5070
5c6465c6-643b-4cc1-baa2-cd0cb07333ed,99148a41-c829-4266-8757-ecc04ddb43f4,construction,5979
faa8a9e6-73c2-4e20-bdc9-296be898d067,06c37778-da4b-4aaa-b8c7-3cbcc3f04bd6,cleaning,1330
555f97d9-bb03-4f46-b92b-31ca9f6b5cc2,4da896e4-689e-4709-8522-5439f49086e9,maintenance,536
555f97d9-bb03-4f46-b92b-31ca9f6b5cc2,c653ea4b-02b6-44c2-ab8c-c95475983fae,construction,247
555f97d9-bb03-4f46-b92b-31ca9f6b5cc2,e6da27ef-8c61-4696-a766-159a1550b5dd,cleaning,440
555f97d9-bb03-4f46-b92b-31ca9f6b5cc2,2b11d6bb-6d50-4000-a7bc-0a43fe8a58f5,install,1515
57ef4b3e-d2f9-418a-aef3-7ecbebd22e26,b8a3068b-625b-4b06-a703-18ebbc66afa8,painting,245
57ef4b3e-d2f9-418a-aef3-7ecbebd22e26,f8fd17b2-b84c-4d5c-a633-25c484228c03,cleaning,1473
57ef4b3e-d2f9-418a-aef3-7ecbebd22e26,9c7b876b-571d-4595-ae3e-e7536b96f1c1,cleaning,1743
57ef4b3e-d2f9-418a-aef3-7ecbebd22e26,769ce58e-f381-4dc0-b6f4-557fc3c10df8,other,2721
d1561a21-a1c1-4e49-815a-e09307ee90b6,6b4dc0cd-20b4-4768-8e28-64d442c8c8d7,maintenance,128
d1561a21-a1c1-4e49-815a-e09307ee90b6,be9e6b6d-7b10-442d-a1c5-114856f5023d,maintenance,321
d1561a21-a1c1-4e49-815a-e09307ee90b6,b4a47663-7ad7-4e30-875a-43c37877c839,maintenance,653
d1561a21-a1c1-4e49-815a-e09307ee90b6,5d036462-f568-4e0b-90cd-a6ea97b9e27d,painting,4688
a6b2a8aa-19a5-4f44-ad72-6cf1f7e6be0b,fa372888-d74c-4f06-96db-afbe267e4009,cleaning,359
a6b2a8aa-19a5-4f44-ad72-6cf1f7e6be0b,8047c56b-1e45-4f4d-91e5-ea11dbbe3425,install,438
a6b2a8aa-19a5-4f44-ad72-6cf1f7e6be0b,d7a3ad39-c254-47d0-a492-004282ddc95a,maintenance,133
a6b2a8aa-19a5-4f44-ad72-6cf1f7e6be0b,bb6dfbdb-1da9-44d3-a918-cf97066c13e4,other,572
a6b2a8aa-19a5-4f44-ad72-6cf1f7e6be0b,22ab02fc-14b2-46ad-bc4f-0aa8f73b303e,construction,629
80275db9-0a88-446e-a3c3-28066fdbeb53,d9181c57-e9c7-4b82-b564-88023a30264b,install,5046
d1de7d78-a408-4f93-9e72-a220d4388ae8,d9ac714f-2c79-48a4-8ffb-dbc134e00264,other,1883
d1de7d78-a408-4f93-9e72-a220d4388ae8,48a1be98-ca61-4531-b826-a8f1ae0ea164,other,3809
1daea4bb-f869-4bc3-83a6-c7bcb8c24a95,258a0095-6418-4592-ac8f-9095dea89629,repair,394
1daea4bb-f869-4bc3-83a6-c7bcb8c24a95,da1024f5-0284-4195-ba6b-2543a81c88ed,cleaning,1191
1daea4bb-f869-4bc3-83a6-c7bcb8c24a95,9734bc4f-f7b4-48f7-8e32-6e147af9123e,other,1111
1daea4bb-f869-4bc3-83a6-c7bcb8c24a95,4cfbb868-5e6f-4947-91c2-a67874b897e8,painting,44
1daea4bb-f869-4bc3-83a6-c7bcb8c24a95,6c4fce4d-7fdb-4f3d-a36e-c4143077a2f5,other,5593
31e0b806-e0e1-4215-b465-bce6a5001354,8175e0b8-b063-4d0c-a000-b357846d11d1,cleaning,472
31e0b806-e0e1-4215-b465-bce6a5001354,c8b5616f-1296-4fcd-8ee7-aff81665a300,maintenance,6853
debd9e0b-4c86-450f-9d95-731ccd386ce5,7e9566d4-d9aa-4434-8506-463bfd78fc87,cleaning,1078
debd9e0b-4c86-450f-9d95-731ccd386ce5,7580510f-83a0-4c6b-9754-0b7353d547a4,construction,7519
be1629a6-cf90-4ccf-a4bc-1032834b64d4,c457575b-5862-4581-b46a-2dcea4432c2c,cleaning,781
be1629a6-cf90-4ccf-a4bc-1032834b64d4,3d0fb60f-bdb1-4eaa-9d5d-c5153b8de33a,cleaning,1275
be1629a6-cf90-4ccf-a4bc-1032834b64d4,0f3bee4f-a641-4ba5-9f09-755a5322eb5e,construction,2164
90418f32-aa0e-4a06-ab5e-3079ecd6a5f7,9ff4393f-0b3f-4ebf-a164-83d734d18b14,cleaning,865
04d788c9-7a2d-4e95-99f7-053fb72cd432,f8829751-ddd3-4341-be44-94560fb241a6,painting,105
04d788c9-7a2d-4e95-99f7-053fb72cd432,5c27f5c0-c82b-4acd-9885-a9f1dbeffcbe,repair,2122
04d788c9-7a2d-4e95-99f7-053fb72cd432,ecd27971-10f7-45d8-86a4-b98ce4684e90,construction,266
04d788c9-7a2d-4e95-99f7-053fb72cd432,41099de3-b062-462b-a4ab-f2b28b031986,other,4106
6d48b655-eef8-4460-8914-572d06b16b2d,db104ffb-067c-46f9-9b1c-31b6064a7a25,other,111
6d48b655-eef8-4460-8914-572d06b16b2d,d68a61f5-4d44-425f-a5b2-1ae0ca9907f6,painting,80
6d48b655-eef8-4460-8914-572d06b16b2d,d18f32e9-dec2-4625-82d0-5e18b995ec56,cleaning,51
6d48b655-eef8-4460-8914-572d06b16b2d,0320e04c-e47c-444c-beb2-5e86147dd1e8,other,112
6d48b655-eef8-4460-8914-572d06b16b2d,aa343424-169c-4463-bed0-c6cab8464689,repair,251
ba2a271e-35d2-4d52-a425-81a8e7c0f5b9,5462c458-3214-4563-a6a0-0e1b9f1e4556,construction,746
ba2a271e-35d2-4d52-a425-81a8e7c0f5b9,9a8c640a-0ee8-4530-8586-352b41bacb1d,other,3705
ba2a271e-35d2-4d52-a425-81a8e7c0f5b9,768d7570-bc79-4548-adb5-403d62b5390c,construction,4444
5d88d0ec-11a3-410e-932b-333ccc7cacde,773e1f7a-0915-4e4e-9d92-545553c41559,other,406
5d88d0ec-11a3-410e-932b-333ccc7cacde,85398589-7d7e-4370-a5d4-60cf4609351a,painting,311
5d88d0ec-11a3-410e-932b-333ccc7cacde,2497211b-ddb6-4bbc-8d77-420597a6063a,cleaning,523
5d88d0ec-11a3-410e-932b-333ccc7cacde,dad35eda-0b22-4bb7-a581-e657f6afe461,repair,234
5d88d0ec-11a3-410e-932b-333ccc7cacde,9d87d3c6-37a6-44cb-a86b-86fc9328d259,other,1105
ca8e7b5a-dd6b-4958-a487-55aacbae4409,2ee691e1-04a2-44c7-9483-9991b306229e,painting,8926
dafb9c8d-666b-4d7b-ba28-1332498b0740,db46ad40-1f27-46e1-b348-c8da020329ae,install,59
dafb9c8d-666b-4d7b-ba28-1332498b0740,e5e68f0a-966e-4a9b-a2e0-bb793d59c36d,construction,46
dafb9c8d-666b-4d7b-ba28-1332498b0740,d5c2922c-5bae-4021-9b9f-7e877e3fb3fb,painting,5
dafb9c8d-666b-4d7b-ba28-1332498b0740,27e25318-19a7-4312-9f47-845f5f120218,cleaning,43
dafb9c8d-666b-4d7b-ba28-1332498b0740,508ea268-af4e-4b7e-abbf-9194cf91885b,cleaning,152
71d741b4-d5c2-49a5-ab5e-66eef25f600e,50ded951-875f-45a5-9824-2fd7a57a506f,other,2821
5cd390e1-c09a-4293-a2aa-4c74f8164d4a,7467bad2-32d2-41e6-b2a8-8ad10099ab12,repair,559
5cd390e1-c09a-4293-a2aa-4c74f8164d4a,0f9b6ecd-a756-4009-b339-d6301a0f1bb4,cleaning,295
5cd390e1-c09a-4293-a2aa-4c74f8164d4a,412507f7-cc8c-4071-843d-e2d66621617d,painting,1023
5cd390e1-c09a-4293-a2aa-4c74f8164d4a,87d25e80-6514-4260-aecc-50c03fd03b84,painting,2339
ebc412cd-ee74-47f0-93bb-f1155dbad562,26d7c522-c5a2-4919-926b-8c6b1bbe697f,painting,436
ebc412cd-ee74-47f0-93bb-f1155dbad562,affc1d2f-b921-4e46-8a22-ad408b0736aa,repair,738
ebc412cd-ee74-47f0-93bb-f1155dbad562,ad3913b3-33e5-430d-8d05-5543429f90c2,install,258
ebc412cd-ee74-47f0-93bb-f1155dbad562,5c7bb675-aaaf-411c-b247-e3341c85922b,construction,742
ebc412cd-ee74-47f0-93bb-f1155dbad562,ac12b841-821c-488f-8d2f-622345d636d2,install,1240
27e6563a-d7de-430d-a9a8-2f3c15b51a8d,9c7b9c70-9385-433a-a28f-bc0b32b1a87b,painting,1448
27e6563a-d7de-430d-a9a8-2f3c15b51a8d,b1bfbf4a-07d7-4e35-82be-7cbf58cbf726,construction,965
27e6563a-d7de-430d-a9a8-2f3c15b51a8d,cf2fdf0f-d04f-4483-a06a-1bb102718376,cleaning,1550
27e6563a-d7de-430d-a9a8-2f3c15b51a8d,c3947a48-44c3-4cf1-baf8-0d8edec1dad3,repair,5164
95f4c461-77a0-4988-997f-a720022d350b,58656a06-0e78-4c69-a8e8-1ac5a4984c64,other,2259
95f4c461-77a0-4988-997f-a720022d350b,ca9554b4-dc4f-4ab2-9a27-3ec5367d676c,maintenance,1059
95f4c461-77a0-4988-997f-a720022d350b,921d2270-fdbf-4231-aecd-255c7bf5a62b,maintenance,3653
11019c86-fa0f-4588-81a4-467ca9473109,0bdc8aaf-96e6-4f5b-83ca-3e1284c38265,cleaning,869
11019c86-fa0f-4588-81a4-467ca9473109,89dad0a8-d6f3-41e5-80f6-c42c381f1954,maintenance,885
11019c86-fa0f-4588-81a4-467ca9473109,9cd1686b-a786-4137-b1af-2879a56545a0,maintenance,473
11019c86-fa0f-4588-81a4-467ca9473109,b80b8e25-88bc-4ab8-9cc6-a4dcf9a0d310,painting,5599
3eef8a06-3317-4702-9f25-89be55893f87,b0d94c1c-100d-4ead-a653-17f69a346ff3,install,532
3eef8a06-3317-4702-9f25-89be55893f87,dbb89a89-ea83-4786-a189-7602419f4d01,construction,1165
3eef8a06-3317-4702-9f25-89be55893f87,43b83868-4f07-4c3a-8078-64e27703d3d1,maintenance,119
3eef8a06-3317-4702-9f25-89be55893f87,5f55d8c6-8ae6-4594-af46-994a636921b0,repair,7136
581a62c9-a48b-4a5f-80f4-e7894190e967,89082ec1-5122-4886-add0-6b307b555d52,maintenance,6256
84d2093f-e2a6-4a68-9f1e-c72925e32b20,0cb80fd4-fff6-410e-b240-2f20043e1e46,maintenance,1631
84d2093f-e2a6-4a68-9f1e-c72925e32b20,8dbae60c-dc15-4aaa-bcc1-c0be63254b0c,other,6595
e4555e38-1c7e-43ce-a40e-99f3015dc902,4b6a2043-4f73-4af8-9e7b-acd371d51083,cleaning,879
46a8decb-2a35-4e18-b330-ee3509821952,f20ba0fa-053e-4f29-95a3-b2472cea8510,install,1831
1a3c0946-4bbe-45a1-ae8d-8633e2f98d93,8fa23a0c-7799-4390-af81-e2cfb4b9ccda,other,266
1a3c0946-4bbe-45a1-ae8d-8633e2f98d93,95cf67f1-4f07-4ec3-a91b-22cee4f44642,repair,462
42a2e002-46d2-40c0-8541-8ea80df63a81,61f4893a-0c54-41cc-9cc4-4ccfa3813d98,cleaning,10
42a2e002-46d2-40c0-8541-8ea80df63a81,806812c8-9d10-491a-8f9d-48d5a1bf55f7,maintenance,1
42a2e002-46d2-40c0-8541-8ea80df63a81,056bf4eb-2ca8-4021-a91e-1cbac2b395ea,repair,138
9527bc12-42a6-4e17-8674-e4299165b657,2ad63c63-2ec7-4736-820f-7280e0210ae5,repair,1264
9527bc12-42a6-4e17-8674-e4299165b657,fb4d6d3c-a6be-4807-9eed-4054f7ca19b7,other,584
9527bc12-42a6-4e17-8674-e4299165b657,49ceb3e4-a261-45b6-a548-8152b4a712af,cleaning,529
9527bc12-42a6-4e17-8674-e4299165b657,a828ef33-debb-4a96-9b9f-1cd87505f1ab,install,2151
9527bc12-42a6-4e17-8674-e4299165b657,0c94f83d-8477-4726-9d13-51a3110aa07a,repair,2195
617a23a7-d7d3-43c5-b3a4-dd52b4a72e55,af019071-7ad4-4e9a-a984-9314c9e25073,painting,581
617a23a7-d7d3-43c5-b3a4-dd52b4a72e55,de13b89c-f10d-4714-ac57-191d53ad8d70,painting,184
617a23a7-d7d3-43c5-b3a4-dd52b4a72e55,f6ae7d3a-fd10-4699-9e78-de45619fbc3d,install,18
617a23a7-d7d3-43c5-b3a4-dd52b4a72e55,6bcebd1d-a4bd-475b-97e2-04dc132b0620,cleaning,153
617a23a7-d7d3-43c5-b3a4-dd52b4a72e55,9284090a-0a41-4a00-b766-cd97cbb6bcc0,repair,2615
4c8bea9b-c588-463a-973d-7c50ec73a42c,1162b3e0-63a4-4827-ac00-464d0ae6e785,other,1397
4c8bea9b-c588-463a-973d-7c50ec73a42c,ef72b08a-a088-4784-ac82-2e78e396346e,install,40
4c8bea9b-c588-463a-973d-7c50ec73a42c,92dce4ec-c4ba-409c-8f4c-7ef74a64787f,other,1673
4c8bea9b-c588-463a-973d-7c50ec73a42c,4769351f-e8ab-49db-8f74-b16c1c83652c,construction,2491
c5f5e0fb-b6a3-4520-92e1-da6c379abf66,6a08bed9-2fe4-4119-b12c-105c51c536de,construction,537
c5f5e0fb-b6a3-4520-92e1-da6c379abf66,140e1da1-22f3-4de2-a5bb-4027947364d6,cleaning,4750
50c8577d-fa30-4c23-bf40-a89b8a2670a6,f3a77286-f915-413b-8c50-2939fa0a34fe,construction,153
50c8577d-fa30-4c23-bf40-a89b8a2670a6,c2979853-cade-46bf-8d80-54974e5bd7ce,cleaning,192
50c8577d-fa30-4c23-bf40-a89b8a2670a6,c93fad3b-38b0-438b-95d1-4e1089b3b65b,install,71
50c8577d-fa30-4c23-bf40-a89b8a2670a6,db1e1076-c48b-4e40-adfb-2c18a78885c6,cleaning,644
50c8577d-fa30-4c23-bf40-a89b8a2670a6,3cf0c3ca-92bd-49c9-b839-2feeee89ec5e,cleaning,1035
4ff938e8-14c8-45fe-921d-41a06ffe9eb8,0c2a187f-1f1e-4ce9-8bfc-a57ae4dad795,repair,970
4ff938e8-14c8-45fe-921d-41a06ffe9eb8,79d19370-0a64-43cf-835e-61897c5c20da,other,7676
4fa172dc-680c-407f-8fb2-df56eaa64dbc,86ed0d1c-67f9-49da-8594-6fb650d78f09,maintenance,25
4fa172dc-680c-407f-8fb2-df56eaa64dbc,14a5bb04-47af-43c4-8e96-401166a6aeb2,maintenance,1232
ca618df2-e07d-4c5a-b85c-a756ba6d4b8f,b0c5ffea-4956-43a8-a3a4-c27b6c5b489e,construction,699
32cafba5-f27b-49a3-9b77-20c11a916a29,98a04c6e-396b-4f8f-bbb0-3a19e7b17f7e,maintenance,834
32cafba5-f27b-49a3-9b77-20c11a916a29,41113cff-503c-443f-87f6-9f5cc9bb6df6,other,34
32cafba5-f27b-49a3-9b77-20c11a916a29,5b0421d4-7032-4f6a-bf88-6f7111dea196,repair,1463
32cafba5-f27b-49a3-9b77-20c11a916a29,f4d7f071-13a3-47b9-8381-fa1bee77d84f,painting,792
32cafba5-f27b-49a3-9b77-20c11a916a29,afb6efa2-0075-49ea-81ac-9197bad1a30f,repair,2413
1ca3e10a-913f-40dc-a39e-1cb2054d7bd9,6580597f-0c0a-4058-948c-e2090bd3b930,cleaning,594
1ca3e10a-913f-40dc-a39e-1cb2054d7bd9,8d07d1ca-b6dd-493c-93f7-01871fa26807,cleaning,175
1ca3e10a-913f-40dc-a39e-1cb2054d7bd9,6496d98d-29dc-43a6-be11-6f0cd0ccc732,other,1069
0942b55e-53ae-4c3d-8523-78f78a4c48a6,9ed6bb92-a968-4920-812b-9381770cda6e,painting,1643
0942b55e-53ae-4c3d-8523-78f78a4c48a6,80182a8f-4c6a-421c-b01a-32c820c23a40,other,3739
cf916e9f-5643-40d1-a716-a6b4ff7d6cc2,a681cab6-fca7-4820-b089-6f9791b5a755,install,1047
cf916e9f-5643-40d1-a716-a6b4ff7d6cc2,9e8dc140-c785-4a03-943c-a8446f2e38ac,install,602
cf916e9f-5643-40d1-a716-a6b4ff7d6cc2,2a145b00-5d79-41f0-bbba-712652f62386,install,3359
3dfd02b7-3647-46f0-99b7-a7d3fd184093,632f41a5-2780-4e95-829b-064e8e5b138d,other,102
3dfd02b7-3647-46f0-99b7-a7d3fd184093,eba5ac07-9513-406d-97da-f8d7f391d6e8,construction,1131
39c06e0d-ec07-40e2-bdb5-fdb5ef25d615,6bd7dece-9cbb-4293-a62a-1a050a47e6d1,other,836
437334ae-2ef3-4249-8998-8c76e68198fd,3865c2dd-ec22-4e66-b6c4-7588967c7737,cleaning,151
437334ae-2ef3-4249-8998-8c76e68198fd,0b9691cf-5f6d-43e8-8b50-2939c8dc1fa0,painting,290
437334ae-2ef3-4249-8998-8c76e68198fd,ce70fc9f-3c7d-4aa5-97d5-0aa9ff6183a7,repair,297
437334ae-2ef3-4249-8998-8c76e68198fd,2890d935-a3bf-4872-8791-bf2374b323fa,maintenance,811
9ba29f7b-3537-498f-9212-cd6d543ba156,7b262213-75ec-4537-902e-a03c809a01a1,construction,2680
23f694e4-2f0c-486e-ba13-1ef0e347959c,694f5806-ddc1-4313-ac19-fe6fb7c25440,maintenance,1256
a578da67-1e97-4211-a826-ecc08997dde8,a23ce452-b1a4-4399-ba57-31909c83750a,other,1561
a578da67-1e97-4211-a826-ecc08997dde8,b6c6d908-0a77-4f70-bfde-4c5c62dd9fac,repair,502
a578da67-1e97-4211-a826-ecc08997dde8,07f4c921-0698-4b12-8d32-5ea18c55c1e2,maintenance,4734
23e84db0-c527-46d9-acfc-0e21e0ca017a,f8a8299d-2a13-4f7f-a6f3-4183c23ebd6d,repair,225
23e84db0-c527-46d9-acfc-0e21e0ca017a,3a82959b-6f9e-4954-b16c-ca5a25635377,cleaning,241
23e84db0-c527-46d9-acfc-0e21e0ca017a,dbb86abd-ded7-47c2-8cee-8bbc7834d475,painting,1139
841d1d17-6d82-4d61-be51-2f19d842550f,84aa6105-d823-47a7-b7c4-524caa0a6685,install,312
841d1d17-6d82-4d61-be51-2f19d842550f,a95f5d4d-cf0a-4543-9d59-169816152a47,cleaning,533
841d1d17-6d82-4d61-be51-2f19d842550f,5564bbba-0cfe-42a7-b4b2-ba7d7132232f,install,970
3348c629-b755-4e25-ae7c-c3afe7941594,0c51440d-78af-4c5c-a1ab-68175da96c10,painting,1228
3348c629-b755-4e25-ae7c-c3afe7941594,6cba5ef1-205d-42c5-8142-e58f53d4b54f,cleaning,3010
e4b2986c-e184-41ef-a78e-26aa6da33b3a,ef3b5164-44eb-443b-8e1f-840f681d30d5,other,1466
e4b2986c-e184-41ef-a78e-26aa6da33b3a,4fefa76d-301a-4d36-ae3f-fa05603bc2fc,other,2066
8ba4ca8f-6da1-4863-8153-de7cf791d72f,dabf3f6b-a466-481c-93be-ca8051241655,construction,391
8ba4ca8f-6da1-4863-8153-de7cf791d72f,86ecde1c-979a-4a10-9e5e-c7fe3b266fad,install,1661
b06b117a-307f-4d82-8db7-6b5be7f9eba9,22df0340-17e1-4121-82ec-f55bae265b04,cleaning,47
b06b117a-307f-4d82-8db7-6b5be7f9eba9,103c868d-77d6-41f3-8edb-f59d8224f732,painting,100
b06b117a-307f-4d82-8db7-6b5be7f9eba9,3b181655-183a-46d7-bace-c898ef895b5f,construction,7
b06b117a-307f-4d82-8db7-6b5be7f9eba9,9c986d8e-3623-4d1a-be3c-318eaf400835,install,11
b06b117a-307f-4d82-8db7-6b5be7f9eba9,8354847f-c289-467a-84a8-018a0ad83e02,maintenance,374
69a69796-1379-4b9e-ad63-71c6f3c8de39,3ce9f1b7-dbf6-4464-adaf-09c08ec328b5,cleaning,183
69a69796-1379-4b9e-ad63-71c6f3c8de39,4d0df884-e2be-46d1-9613-d642a107a361,install,1063
fae11d2f-f6ad-4841-af72-dda4fb205559,03030108-8311-431c-ad31-af1c61563848,install,1577
fae11d2f-f6ad-4841-af72-dda4fb205559,e3846bc5-05e3-471e-a150-76fed08fd1de,cleaning,458
fae11d2f-f6ad-4841-af72-dda4fb205559,f3b3d2c5-9f20-4f3a-8c6f-c9f6bafe3abd,repair,1955
fae11d2f-f6ad-4841-af72-dda4fb205559,1187b3d1-8de7-443e-86dc-b74320e5566d,cleaning,3990
9591af1c-179f-4466-9023-9c0aaea3a359,12b177de-b3e9-4f5b-b38a-17da831d47ae,cleaning,404
9591af1c-179f-4466-9023-9c0aaea3a359,4249c985-2042-4478-9369-c5598dc4cd75,construction,1864
b7b5f7d0-5043-4b0f-bea0-0cdaafae0737,f1f66b4a-6da9-463d-8d26-a18ab1210c43,repair,1337
b7b5f7d0-5043-4b0f-bea0-0cdaafae0737,59eedc80-e413-4e7f-a60d-81e5fb5fa070,construction,443
b7b5f7d0-5043-4b0f-bea0-0cdaafae0737,86d67417-1971-4864-9f84-dd9406cb0c7a,other,226
b7b5f7d0-5043-4b0f-bea0-0cdaafae0737,b85c12f8-ec65-4193-9e53-b6e2f9395468,cleaning,1614
b7b5f7d0-5043-4b0f-bea0-0cdaafae0737,3839d071-1805-4645-956c-65fd0528e752,painting,3545
dc3f6f44-d25b-4d81-8f19-1f1075dc49b7,f433b261-787b-443a-873e-2793fd3dd27b,construction,77
dc3f6f44-d25b-4d81-8f19-1f1075dc49b7,a9cd6f97-5376-4935-b948-463a3a924918,repair,243
262e272e-826e-4a81-bf33-a4630982ae01,6a9189f6-4145-4550-a943-e481060299e0,maintenance,507
262e272e-826e-4a81-bf33-a4630982ae01,e2f7782b-5102-480e-85bd-ba1880605870,construction,1746
dde3e0fc-8f2b-426c-856b-fb7667aaf526,923e6082-41e6-476e-ade9-87fc65416a70,other,7130
